"";"Grouping";"species";"labelit";"rank";"abundance";"proportion";"plower";"pupper";"accumfreq";"logabun";"rankfreq"
"1";"Cha";"ASV_18_Rhizosolenia_delicatula";TRUE;1;8010;41,5;31,9;51;41,5;3,9;3,4
"2";"Cha";"ASV_28_Rhizosolenia_delicatula";TRUE;2;5692;29,5;22,7;36,2;70,9;3,8;6,9
"3";"Cha";"ASV_71_Chaetoceros_debilis";TRUE;3;1834;9,5;-2,6;21,6;80,4;3,3;10,3
"4";"Cha";"ASV_144_Chaetoceros_tenuissimus";TRUE;4;1437;7,4;4,1;10,8;87,8;3,2;13,8
"5";"Cha";"ASV_218_Guinardia_delicatula";TRUE;5;522;2,7;0,2;5,2;90,5;2,7;17,2
"6";"Cha";"ASV_131_Thalassiosira_tenera";TRUE;6;447;2,3;-1,8;6,4;92,9;2,7;20,7
"7";"Cha";"ASV_274_Guinardia_delicatula";TRUE;7;416;2,2;0;4,4;95;2,6;24,1
"8";"Cha";"ASV_77_Minutocellus_polymorphus";TRUE;8;257;1,3;-0,1;2,8;96,3;2,4;27,6
"9";"Cha";"ASV_446_Cylindrotheca_closterium";TRUE;9;173;0,9;0,3;1,5;97,2;2,2;31
"10";"Cha";"ASV_969_Thalassiosira_rotula";TRUE;10;93;0,5;-0,3;1,3;97,7;2;34,5
"11";"Cha";"ASV_576_Parmales_env_3A_sp.";FALSE;11;89;0,5;-0,6;1,6;98,2;1,9;37,9
"12";"Cha";"ASV_1166_Non_Assigned";FALSE;12;62;0,3;-0,2;0,8;98,5;1,8;41,4
"13";"Cha";"ASV_985_Non_Assigned";FALSE;13;45;0,2;-0,2;0,6;98,7;1,7;44,8
"14";"Cha";"ASV_465_Parmales_env_3B_sp.";FALSE;14;37;0,2;-0,2;0,6;98,9;1,6;48,3
"15";"Cha";"ASV_1171_Non_Assigned";FALSE;15;36;0,2;-0,1;0,5;99,1;1,6;51,7
"16";"Cha";"ASV_115_Minutocellus_polymorphus";FALSE;16;36;0,2;-0,3;0,7;99,3;1,6;55,2
"17";"Cha";"ASV_109_Non_Assigned";FALSE;17;26;0,1;-0,2;0,5;99,4;1,4;58,6
"18";"Cha";"ASV_1249_Non_Assigned";FALSE;18;23;0,1;-0,1;0,3;99,5;1,4;62,1
"19";"Cha";"ASV_2113_Rhizosolenia_imbricata";FALSE;19;17;0,1;0;0,2;99,6;1,2;65,5
"20";"Cha";"ASV_910_Triparma_pacifica";FALSE;20;11;0,1;-0,1;0,2;99,7;1;69
"21";"Cha";"ASV_946_Minidiscus_variabilis";FALSE;21;10;0,1;0;0,1;99,7;1;72,4
"22";"Cha";"ASV_1431_Brockmanniella_brockmannii";FALSE;22;10;0,1;-0,1;0,2;99,8;1;75,9
"23";"Cha";"ASV_1480_Triparma_laevis_clade";FALSE;23;10;0,1;-0,1;0,2;99,8;1;79,3
"24";"Cha";"ASV_1312_Brockmanniella brockmannii";FALSE;24;10;0,1;0;0,1;99,9;1;82,8
"25";"Cha";"ASV_1152_Minidiscus_variabilis";FALSE;25;7;0;0;0,1;99,9;0,8;86,2
"26";"Cha";"ASV_2680_Brockmanniella brockmannii";FALSE;26;5;0;0;0,1;100;0,7;89,7
"27";"Cha";"ASV_126_Detonula_pumila";FALSE;27;4;0;0;0,1;100;0,6;93,1
"28";"Cha";"ASV_3445_Guinardia_solstherfothii";FALSE;28;2;0;0;0;100;0,3;96,6
"29";"Cha";"ASV_2520_Rhizosolenia_delicatula";FALSE;29;2;0;0;0;100;0,3;100
"30";"Fla";"ASV_71_Chaetoceros_debilis";TRUE;1;1592;41,5;17;66;41,5;3,2;3,4
"31";"Fla";"ASV_218_Guinardia_delicatula";TRUE;2;255;6,6;2,4;10,9;48,1;2,4;6,9
"32";"Fla";"ASV_274_Guinardia_delicatula";TRUE;3;227;5,9;3,8;8;54;2,4;10,3
"33";"Fla";"ASV_465_Parmales_env_3B_sp.";TRUE;4;185;4,8;-1,8;11,4;58,9;2,3;13,8
"34";"Fla";"ASV_77_Minutocellus_polymorphus";TRUE;5;175;4,6;-1,9;11;63,4;2,2;17,2
"35";"Fla";"ASV_576_Parmales_env_3A_sp.";TRUE;6;146;3,8;-0,6;8,2;67,2;2,2;20,7
"36";"Fla";"ASV_131_Thalassiosira_tenera";TRUE;7;140;3,6;-1,5;8,8;70,9;2,1;24,1
"37";"Fla";"ASV_115_Minutocellus_polymorphus";TRUE;8;129;3,4;-1,3;8,1;74,2;2,1;27,6
"38";"Fla";"ASV_18_Rhizosolenia_delicatula";TRUE;9;121;3,2;0;6,3;77,4;2,1;31
"39";"Fla";"ASV_1152_Minidiscus_variabilis";TRUE;10;108;2,8;-1,3;7;80,2;2;34,5
"40";"Fla";"ASV_144_Chaetoceros_tenuissimus";FALSE;11;89;2,3;-0,8;5,4;82,5;1,9;37,9
"41";"Fla";"ASV_109_Non_Assigned";FALSE;12;87;2,3;-2,2;6,8;84,8;1,9;41,4
"42";"Fla";"ASV_946_Minidiscus_variabilis";FALSE;13;86;2,2;-1;5,5;87;1,9;44,8
"43";"Fla";"ASV_28_Rhizosolenia_delicatula";FALSE;14;78;2;-0,4;4,4;89,1;1,9;48,3
"44";"Fla";"ASV_985_Non_Assigned";FALSE;15;75;2;0,8;3,1;91;1,9;51,7
"45";"Fla";"ASV_446_Cylindrotheca_closterium";FALSE;16;70;1,8;-0,4;4;92,8;1,8;55,2
"46";"Fla";"ASV_1171_Non_Assigned";FALSE;17;56;1,5;0,3;2,6;94,3;1,7;58,6
"47";"Fla";"ASV_910_Triparma_pacifica";FALSE;18;40;1;-0,7;2,8;95,3;1,6;62,1
"48";"Fla";"ASV_1249_Non_Assigned";FALSE;19;39;1;0;2;96,4;1,6;65,5
"49";"Fla";"ASV_1312_Brockmanniella brockmannii";FALSE;20;33;0,9;-0,5;2,2;97,2;1,5;69
"50";"Fla";"ASV_1166_Non_Assigned";FALSE;21;29;0,8;0,3;1,2;98;1,5;72,4
"51";"Fla";"ASV_1431_Brockmanniella_brockmannii";FALSE;22;29;0,8;-0,5;2;98,7;1,5;75,9
"52";"Fla";"ASV_1480_Triparma_laevis_clade";FALSE;23;19;0,5;-0,3;1,3;99,2;1,3;79,3
"53";"Fla";"ASV_2113_Rhizosolenia_imbricata";FALSE;24;17;0,4;0,1;0,8;99,7;1,2;82,8
"54";"Fla";"ASV_2520_Rhizosolenia_delicatula";FALSE;25;6;0,2;-0,1;0,4;99,8;0,8;86,2
"55";"Fla";"ASV_3445_Guinardia_solstherfothii";FALSE;26;3;0,1;-0,1;0,2;99,9;0,5;89,7
"56";"Fla";"ASV_126_Detonula_pumila";FALSE;27;2;0,1;-0,1;0,2;99,9;0,3;93,1
"57";"Fla";"ASV_2680_Brockmanniella brockmannii";FALSE;28;1;0;0;0,1;100;0;96,6
"58";"Fla";"ASV_969_Thalassiosira_rotula";FALSE;29;1;0;0;0,1;100;0;100
"59";"Hu";"ASV_109_Non_Assigned";TRUE;1;359;18;8,3;27,6;18;2,6;3,4
"60";"Hu";"ASV_77_Minutocellus_polymorphus";TRUE;2;327;16,4;0,5;32,2;34,3;2,5;6,9
"61";"Hu";"ASV_131_Thalassiosira_tenera";TRUE;3;218;10,9;-2,9;24,7;45,2;2,3;10,3
"62";"Hu";"ASV_115_Minutocellus_polymorphus";TRUE;4;218;10,9;2,3;19,5;56,1;2,3;13,8
"63";"Hu";"ASV_465_Parmales_env_3B_sp.";TRUE;5;162;8,1;-0,7;16,9;64,2;2,2;17,2
"64";"Hu";"ASV_910_Triparma_pacifica";TRUE;6;92;4,6;-2,7;11,9;68,8;2;20,7
"65";"Hu";"ASV_71_Chaetoceros_debilis";TRUE;7;87;4,3;-3,6;12,3;73,2;1,9;24,1
"66";"Hu";"ASV_126_Detonula_pumila";TRUE;8;69;3,5;-1,5;8,4;76,6;1,8;27,6
"67";"Hu";"ASV_576_Parmales_env_3A_sp.";TRUE;9;58;2,9;-1,5;7,3;79,5;1,8;31
"68";"Hu";"ASV_946_Minidiscus_variabilis";TRUE;10;51;2,5;-1;6,1;82;1,7;34,5
"69";"Hu";"ASV_446_Cylindrotheca_closterium";FALSE;11;49;2,5;-3;7,9;84,5;1,7;37,9
"70";"Hu";"ASV_969_Thalassiosira_rotula";FALSE;12;37;1,8;-1,5;5,2;86,3;1,6;41,4
"71";"Hu";"ASV_1249_Non_Assigned";FALSE;13;37;1,8;-2,2;5,9;88,2;1,6;44,8
"72";"Hu";"ASV_1312_Brockmanniella brockmannii";FALSE;14;37;1,8;-0,6;4,3;90;1,6;48,3
"73";"Hu";"ASV_1480_Triparma_laevis_clade";FALSE;15;29;1,5;-0,4;3,3;91,5;1,5;51,7
"74";"Hu";"ASV_144_Chaetoceros_tenuissimus";FALSE;16;27;1,4;-0,8;3,5;92,8;1,4;55,2
"75";"Hu";"ASV_1171_Non_Assigned";FALSE;17;21;1;-1,1;3,2;93,9;1,3;58,6
"76";"Hu";"ASV_1166_Non_Assigned";FALSE;18;16;0,8;-1,1;2,7;94,7;1,2;62,1
"77";"Hu";"ASV_985_Non_Assigned";FALSE;19;16;0,8;-1;2,6;95,5;1,2;65,5
"78";"Hu";"ASV_28_Rhizosolenia_delicatula";FALSE;20;16;0,8;-1;2,6;96,3;1,2;69
"79";"Hu";"ASV_1431_Brockmanniella_brockmannii";FALSE;21;13;0,7;-0,5;1,8;97;1,1;72,4
"80";"Hu";"ASV_2520_Rhizosolenia_delicatula";FALSE;22;13;0,7;-0,9;2,2;97,6;1,1;75,9
"81";"Hu";"ASV_18_Rhizosolenia_delicatula";FALSE;23;13;0,7;-0,8;2,1;98,2;1,1;79,3
"82";"Hu";"ASV_2680_Brockmanniella brockmannii";FALSE;24;11;0,5;0;1,1;98,8;1;82,8
"83";"Hu";"ASV_1152_Minidiscus_variabilis";FALSE;25;9;0,4;-0,6;1,5;99,2;1;86,2
"84";"Hu";"ASV_218_Guinardia_delicatula";FALSE;26;6;0,3;-0,4;1;99,6;0,8;89,7
"85";"Hu";"ASV_274_Guinardia_delicatula";FALSE;27;4;0,2;-0,3;0,7;99,8;0,6;93,1
"86";"Hu";"ASV_2113_Rhizosolenia_imbricata";FALSE;28;3;0,1;-0,1;0,4;99,9;0,5;96,6
"87";"Hu";"ASV_3445_Guinardia_solstherfothii";FALSE;29;2;0,1;-0,1;0,3;100;0,3;100
"88";"Pc";"ASV_77_Minutocellus_polymorphus";TRUE;1;2345;24,1;-8,2;56,3;24,1;3,4;3,4
"89";"Pc";"ASV_126_Detonula_pumila";TRUE;2;1913;19,7;-22,6;61,9;43,7;3,3;6,9
"90";"Pc";"ASV_109_Non_Assigned";TRUE;3;1775;18,2;-5,5;41,9;62;3,2;10,3
"91";"Pc";"ASV_115_Minutocellus_polymorphus";TRUE;4;1713;17,6;-4,6;39,8;79,6;3,2;13,8
"92";"Pc";"ASV_131_Thalassiosira_tenera";TRUE;5;1114;11,4;-13,1;36;91;3;17,2
"93";"Pc";"ASV_218_Guinardia_delicatula";TRUE;6;288;3;-3,4;9,3;94;2,5;20,7
"94";"Pc";"ASV_274_Guinardia_delicatula";TRUE;7;195;2;-2,3;6,3;96;2,3;24,1
"95";"Pc";"ASV_446_Cylindrotheca_closterium";TRUE;8;141;1,4;-0,9;3,8;97,4;2,1;27,6
"96";"Pc";"ASV_576_Parmales_env_3A_sp.";TRUE;9;54;0,6;-0,6;1,7;98;1,7;31
"97";"Pc";"ASV_1431_Brockmanniella_brockmannii";TRUE;10;36;0,4;0,3;0,5;98,4;1,6;34,5
"98";"Pc";"ASV_465_Parmales_env_3B_sp.";FALSE;11;32;0,3;-0,4;1;98,7;1,5;37,9
"99";"Pc";"ASV_1312_Brockmanniella brockmannii";FALSE;12;20;0,2;-0,1;0,6;98,9;1,3;41,4
"100";"Pc";"ASV_969_Thalassiosira_rotula";FALSE;13;15;0,2;-0,2;0,5;99;1,2;44,8
"101";"Pc";"ASV_1480_Triparma_laevis_clade";FALSE;14;15;0,2;-0,3;0,6;99,2;1,2;48,3
"102";"Pc";"ASV_1166_Non_Assigned";FALSE;15;12;0,1;-0,1;0,4;99,3;1,1;51,7
"103";"Pc";"ASV_144_Chaetoceros_tenuissimus";FALSE;16;12;0,1;-0,2;0,5;99,4;1,1;55,2
"104";"Pc";"ASV_985_Non_Assigned";FALSE;17;10;0,1;-0,1;0,3;99,5;1;58,6
"105";"Pc";"ASV_71_Chaetoceros_debilis";FALSE;18;9;0,1;-0,2;0,4;99,6;1;62,1
"106";"Pc";"ASV_2680_Brockmanniella brockmannii";FALSE;19;7;0,1;0;0,1;99,7;0,8;65,5
"107";"Pc";"ASV_1171_Non_Assigned";FALSE;20;5;0,1;-0,1;0,2;99,8;0,7;69
"108";"Pc";"ASV_1249_Non_Assigned";FALSE;21;5;0,1;-0,1;0,2;99,8;0,7;72,4
"109";"Pc";"ASV_2520_Rhizosolenia_delicatula";FALSE;22;5;0,1;-0,1;0,2;99,9;0,7;75,9
"110";"Pc";"ASV_910_Triparma_pacifica";FALSE;23;3;0;-0,1;0,1;99,9;0,5;79,3
"111";"Pc";"ASV_1152_Minidiscus_variabilis";FALSE;24;2;0;0;0,1;99,9;0,3;82,8
"112";"Pc";"ASV_3445_Guinardia_solstherfothii";FALSE;25;2;0;0;0,1;99,9;0,3;86,2
"113";"Pc";"ASV_28_Rhizosolenia_delicatula";FALSE;26;2;0;0;0,1;100;0,3;89,7
"114";"Pc";"ASV_18_Rhizosolenia_delicatula";FALSE;27;2;0;0;0,1;100;0,3;93,1
"115";"Pc";"ASV_946_Minidiscus_variabilis";FALSE;28;1;0;0;0;100;0;96,6
"116";"Pc";"ASV_2113_Rhizosolenia_imbricata";FALSE;29;1;0;0;0;100;0;100
