;names;codes
748;Pelagomonas_calceolata;RCC926_EU106774
749;Pelagomonas_calceolata;RCC937_EU106784
750;Pelagomonas_calceolata;RCC938_EU106785
751;Pelagomonas_calceolata;RCC939_EU106786
752;Pelagomonas_calceolata;RCC943_EU106789
753;Pelagomonas_calceolata;RCC953_EU106796
754;Pelagomonas_calceolata;RCC954_KT861051
755;Pelagomonas_calceolata;RCC969_EU106803
756;Pelagomonas_calceolata;RCC969_KT861109
757;Pelagomonas_calceolata;RCC971_EU106805
758;Pelagomonas_calceolata;RCC972_EU106806
759;Pelagomonas_calceolata;RCC974_EU106808
760;Pelagomonas_calceolata;RCC975_EU106809
761;Pelagomonas_calceolata;RCC979_EU106812
762;Pelagomonas_calceolata;RCC980_EU106813
763;Pelagomonas_calceolata;RCC981_EU106814
764;Pelagomonas_calceolata;RCC984_KT861053
765;Pelagomonas_calceolata;RCC985_EU106816
766;Pelagomonas_calceolata;RCC985_EU106815
767;Pelagomonas_calceolata;RCC986_EU106817
768;Pelagomonas_calceolata;RCC988_EU106818
769;Pelagomonas_calceolata;RCC990_KT861078
770;Pelagomonas_calceolata;RCC991_KT861079
771;Pelagomonas_calceolata;RCC995_EU106821
772;Pelagophyceae_sp;RCC1024_EU106834
773;Pelagophyceae_sp;RCC1024_KT861111
774;Pelagomonas_calceolata;RCC1035_KT861039
775;Pelagomonas_calceolata;RCC1046_KT861041
776;Pelagomonas_calceolata;RCC1050_KT861062
777;Pelagomonas_calceolata;RCC1051_KT861063
778;Pelagomonas_calceolata;RCC1052_KT861056
779;Pelagomonas_calceolata;RCC1061_EU106841
780;Pelagomonas_calceolata;RCC1062_EU106842
781;Pelagophyceae_sp;RCC2040_JF794050
782;Pelagomonas_calceolata;RCC2362_KT861095
783;Pelagophyceae_sp;RCC2491_KT861206
784;Pelagophyceae_sp;RCC2493_KT860993
785;Pelagophyceae_sp;RCC2494_KT860994
786;Pelagophyceae_sp;RCC2496_KT860995
787;Pelagophyceae_sp;RCC2505_JN934690
788;Pelagophyceae_sp;RCC2505_KT860996
789;Pelagophyceae_sp;RCC2515_KT861129
790;Pelagophyceae_sp;RCC2696_KT861121
791;Sarcinochrysidales_sp;RCC2956_KT861126
792;Pelagococcus_sp;RCC3069_KT861026
793;Aureococcus_anophagefferens;RCC4094_KT585674
794;Pelagomonas_calceolata;RCC4417_KX523138
795;Pelagomonas_calceolata;RCC4419_KX523139
796;Pelagomonas_calceolata;RCC4420_KX523140
797;Pelagococcus_sp;RCC4422_KX523141
798;Pelagomonas_calceolata;RCC4423_KX523142
799;Pelagomonas_calceolata;RCC4424_KX523143
800;Pelagomonas_calceolata;RCC4425_KX523144
801;Pelagomonas_calceolata;RCC4427_KX523146
802;Pelagomonas_calceolata;RCC4475_KT878698
803;Pelagomonas_calceolata;RCC4476_KT878699
804;Pelagomonas_calceolata;RCC4548_KX014627
805;Pelagomonas_calceolata;RCC4551_KX014629
806;Pelagophyceae_sp;RCC4552_KX014630
807;Pelagomonas_calceolata;RCC4559_KX014633
808;Pelagomonas_calceolata;RCC4561_KX014635
809;Pelagomonas_calceolata;RCC4564_KX014638
810;Pelagomonas_calceolata;RCC4566_KX014639
811;Andersenia_nodulosa;RCC4632_KP178602
812;Pelagomonas_calceolata;RCC4647_KX523165
813;Pelagomonas_calceolata;RCC4648_KX523166
814;Pelagomonas_calceolata;RCC4649_KX523167
815;Pelagomonas_calceolata;RCC4650_KX523168
816;Pelagophyceae_sp;RCC4782_KX602214
817;Pelagophyceae_sp;RCC5251_MH764732
818;Pelagophyceae_sp;RCC5254_MH764735
819;Pelagophyceae_sp;RCC5256_MH764737
820;Pelagophyceae_sp;RCC5271_MH764752
821;Pelagophyceae_sp;RCC5276_MH764756
822;Pelagophyceae_sp;RCC5277_MH764757
823;Pelagophyceae_sp;RCC5282_MH764762
824;Pelagophyceae_sp;RCC5288_MH764767
825;Pelagophyceae_sp;RCC5292_MH764771
826;Pelagophyceae_sp;RCC5300_MH764777
827;Pelagophyceae_sp;RCC5330_MH764803
828;Pelagophyceae_sp;RCC5450_MH764898
829;Pelagophyceae_sp;RCC5488_MH764932
830;Pelagococcus_sp;RCC5640_MH764628
831;Pelagococcus_sp;RCC5641_MH764629
832;Pelagococcus_sp;RCC5642_MH764630
833;Pelagococcus_sp;RCC5643_MH764631
834;Pelagococcus_sp;RCC5644_MH764632
835;Pelagococcus_sp;RCC5645_MH764633
836;Pelagococcus_sp;RCC5658_MH764634
837;Pelagococcus_sp;RCC5659_MH764635
838;Pelagococcus_sp;RCC5660_MH764636
839;Pelagococcus_sp;RCC5661_MH764637
840;Pelagococcus_sp;RCC5664_MH764638
841;Pelagococcus_sp;RCC5665_MH764639
842;Pelagococcus_sp;RCC5666_MH764640
843;Pelagococcus_sp;RCC5667_MH764641
844;Pelagomonas_sp;RCC5668_MH764651
845;Pelagomonas_sp;RCC5669_MH764652
846;Pelagococcus_sp;RCC5670_MH764642
847;Pelagophyceae_sp;RCC5671_MH764654
848;Pelagococcus_sp;RCC5672_MH764643
849;Pelagophyceae_sp;RCC5673_MH764655
850;Pelagophyceae_sp;RCC5674_MH764656
851;Pelagophyceae_sp;RCC5676_MH764657
852;Pelagophyceae_sp;RCC5678_MH764659
853;Pelagophyceae_sp;RCC5679_MH764660
854;Pelagococcus_sp;RCC5693_MH764644
855;Pelagococcus_sp;RCC5694_MH764645
856;Pelagococcus_sp;RCC5695_MH764646
857;Pelagococcus_sp;RCC5696_MH764647
858;Pelagophyceae_sp;RCC5698_MH764662
859;Pelagococcus_sp;RCC5715_MH764648
860;Pelagococcus_sp;RCC5720_MH764649
861;Pelagococcus_sp;RCC5724_MH764650
862;Pelagomonas_sp;RCC5725_MH764653
863;Pelagophyceae_sp;RCC6043_MK542675
864;Pelagophyceae_sp;RCC6044_MK542676
865;Pelagococcus_sp;RCC6126_MN121034
866;Pelagococcus_sp;RCC6142_MN121045
867;Pelagococcus_sp;RCC6145_MN121047
868;Pelagococcus_sp;RCC6147_MN121048
869;Tetraselmis_sp;RCC119_KT860857
870;Tetraselmis_sp;RCC120_KT860858
871;Tetraselmis_sp;RCC121_KT860859
872;Tetraselmis_sp;RCC122_KT860860
873;Tetraselmis_sp;RCC123_KT860861
874;Tetraselmis_sp;RCC124_KT860862
875;Tetraselmis_sp;RCC125_KT860863
876;Tetraselmis_sp;RCC126_KT860864
877;Tetraselmis_sp;RCC127_KT860865
878;Tetraselmis_chuii;RCC128_KT860866
879;Tetraselmis_chuii;RCC129_KT860867
880;Tetraselmis_striata;RCC130_KT860868
881;Tetraselmis_striata;RCC131_KT860869
882;Tetraselmis_rubens;RCC132_KT860870
883;Tetraselmis_rubens;RCC133_KT860871
884;Tetraselmis_sp;RCC348_KT860643
885;Tetraselmis_sp;RCC500_AY425299
886;Tetraselmis_sp;RCC571_KT860880
887;Tetraselmis_convolutae;RCC1563_KT860913
888;Tetraselmis_convolutae;RCC1564_KT860914
889;Tetraselmis_sp;RCC1975_KT860790
890;Tetraselmis_sp;RCC1976_KT860791
891;Tetraselmis_sp;RCC2604_KT860822
892;Tetraselmis_sp;RCC2628_KT860824
893;Tetraselmis_sp;RCC2629_KT860825
894;Tetraselmis_sp;RCC4435_KX523151
895;Tetraselmis_sp;RCC479_MH792111
896;Tetraselmis_sp;RCC4480_KT878702
897;Tetraselmis_sp;RCC4481_KT878703
898;Tetraselmis_sp;RCC4484_KT878706
899;Tetraselmis_sp;RCC4485_KT878707
900;Tetraselmis_sp;RCC4486_KT878708
901;Tetraselmis_sp;RCC4489_KT878711
902;Tetraselmis_sp;RCC4490_KT878712
903;Tetraselmis_sp;RCC4491_KT878713
904;Tetraselmis_sp;RCC6047_MK542679
905;Pycnococcus_provasolii;RCC135_AF122889
906;Pycnococcus_provasolii;RCC432_KT860637
907;Pycnococcus_provasolii;RCC444_KT860639
908;Pycnococcus_provasolii;RCC459_KT860651
909;Pycnococcus_provasolii;RCC460_KT860658
910;Pycnococcus_provasolii;RCC519_KT860670
911;Pycnococcus_sp;RCC521_MH792100
912;Pycnococcus_provasolii;RCC522_KT860678
913;Pycnococcus_provasolii;RCC581_KT860810
914;Pyramimonas_parkeae;RCC619_KT860881
915;Pycnococcus_provasolii;RCC709_KT860812
916;Pycnococcus_provasolii;RCC730_KT860682
917;Pycnococcus_provasolii;RCC731_KT860684
918;Pycnococcus_provasolii;RCC733_KT878683
919;Pycnococcus_provasolii;RCC734_KT860683
920;Pycnococcus_provasolii;RCC885_KT860821
921;Pycnococcus_provasolii;RCC899_KT860909
922;Pycnococcus_provasolii;RCC931_EU106778
923;Pycnococcus_provasolii;RCC1058_EU106838
924;Pycnococcus_provasolii;RCC1059_EU106839
925;Pycnococcus_provasolii;RCC1060_EU106840
926;Pycnococcus_provasolii;RCC1751_KT860725
927;Pycnococcus_provasolii;RCC1931_KT860778
928;Pyramimonas_sp;RCC1987_JN934670
929;Pyramimonas_sp;RCC2015_JF794048
930;Pyramimonas_sp;RCC2047_KT860756
931;Pyramimonas_sp;RCC2048_KT860757
932;Pyramimonas_sp;RCC2295_KT860800
933;Pyramimonas_sp;RCC2296_KT860798
934;Pycnococcus_provasolii;RCC2336_KT860844
935;Pycnococcus_provasolii;RCC2338_KT860792
936;Pycnococcus_provasolii;RCC2361_KT860787
937;Pycnococcus_provasolii;RCC2364_KT860780
938;Pycnococcus_provasolii;RCC2365_KT860788
939;Pyramimonas_sp;RCC2500_JN934689
940;Pyramimonas_sp;RCC2500_KT860922
941;Pyramimonas_sp;RCC2501_KT860923
942;Pyramimonas_sp;RCC2502_KT860802
943;Pycnococcus_provasolii;RCC3054_KT860831
944;Pycnococcus_provasolii;RCC3055_KT860845
945;Pycnococcus_provasolii;RCC3056_KT860846
946;Pyramimonas_sp;RCC4209_MH792101
947;Pyramimonas_sp;RCC4212_MH792102
948;Pyramimonas_sp;RCC4217_MH792103
949;Pyramimonas_sp;RCC4218_MH792104
950;Pycnococcus_sp;RCC4636_KX523159
951;Pyramimonas_sp;RCC4783_KX602215
952;Pyramimonas_sp;RCC5235_MH764716
953;Pyramimonas_sp;RCC5240_MH764721
954;Pyramimonas_sp;RCC5241_MH764722
955;Pyramimonas_sp;RCC5244_MH764725
956;Pyramimonas_sp;RCC5245_MH764726
957;Pyramimonas_sp;RCC5248_MH764729
958;Pyramimonas_sp;RCC5249_MH764730
959;Pyramimonas_sp;RCC5269_MH764750
960;Pyramimonas_sp;RCC5279_MH764759
961;Pyramimonas_sp;RCC5283_MH764763
962;Pyramimonas_sp;RCC5284_MH764764
963;Pyramimonas_sp;RCC5312_MH764787
964;Pyramimonas_sp;RCC5357_MH764822
965;Pyramimonas_sp;RCC5358_MH764823
966;Pyramimonas_sp;RCC5454_MH764902
967;Pyramimonas_sp;RCC5455_MH764903
968;Pyramimonas_sp;RCC5516_MH764957
969;Pyramimonas_sp;RCC5525_MH764966
970;Pyramimonas_sp;RCC6672_MN604358
971;Ulvophyceae_sp;RCC2697_KT860925
972;Ulvophyceae_sp;RCC2945_KT860927
973;Acrochaete_sp;RCC2960_KT860928
974;Ulvophyceae_sp;RCC2980_KT860840
975;Ulvophyceae_sp;RCC2981_KT860841
976;Ulvophyceae_sp;RCC4617_KY233153
977;Ulvophyceae_sp;RCC4620_KY233156
978;Ochromonas_distigma;RCC21_KT860964
979;Paraphysomonas_sp;RCC383_KT861130
980;Ochromonas_sp;RCC480_KT861029
981;Chrysophyceae_sp;RCC902_KT861139
982;Chrysophyceae_sp;RCC2290_JF794055
983;Dinobryon_faculiferum;RCC2293_JN934680
984;Dinobryon_faculiferum;RCC2294_KT861201
985;Spumella_sp;RCC4558_KX014632
986;Dinobryon_sp;RCC5261_MH764742
987;Bolidomonas_sp;RCC1657_KF422625
988;Rhizochromulina_sp;RCC332_KT861105
989;Florenciella_parvula;RCC446_AY254857
990;Florenciella_sp;RCC1007_EU106829
991;Florenciella_sp;RCC1007_KT861110
992;Florenciella_sp;RCC1587_KF422624
993;Florenciella_sp;RCC1587_KT861065
994;Florenciella_sp;RCC1650_KT860989
995;Florenciella_parvula;RCC1659_KT861058
996;Florenciella_parvula;RCC1663_KT861059
997;Florenciella_parvula;RCC1686_KT861061
998;Florenciella_parvula;RCC1693_KF422626
999;Florenciella_sp;RCC1704_KT860990
1000;Helicopedinella_sp;RCC2283_KT861166
1001;Pedinellales_sp;RCC2286_JN934678
1002;Helicopedinella_sp;RCC2287_KT861168
1003;Pedinellales_sp;RCC2289_JF794054
1004;Pedinellales_sp;RCC2301_JN934682
1005;Helicopedinella_sp;RCC2302_KT861224
1006;Helicopedinella_sp;RCC2303_KT861194
1007;Dictyochophyceae_sp;RCC2342_KT861098
1008;Rhizochromulina_sp;RCC2346_KT861099
1009;Rhizochromulina_sp;RCC2354_KT861101
1010;Rhizochromulina_sp;RCC2355_KT861102
1011;Pedinellales_sp;RCC4294_KT884474
1012;Rhizochromulina_sp;RCC4436_KX523152
1013;Rhizochromulina_sp;RCC4437_KX523153
1014;Rhizochromulina_sp;RCC4438_KX523154
1015;Pedinellales_sp;RCC5264_MH764745
1016;Chlorophyta_sp;RCC137_U40920
1017;Prasinoderma_coloniale;RCC672_KT860885
1018;Prasinoderma_coloniale;RCC673_KT860886
1019;Prasinoderma_coloniale;RCC708_KT860685
1020;Prasinoderma_coloniale;RCC710_KT860690
1021;Prasinoderma_coloniale;RCC711_KT860687
1022;Prasinoderma_sp;RCC714_KT860814
1023;Prasinoderma_coloniale;RCC854_KT860905
1024;cf_Prasinoderma_sp;RCC910_EU106762
1025;Prasinoderma_coloniale;RCC919_FJ997210
1026;Prasinoderma_sp;RCC916_EU106768
1027;cf_Prasinoderma_sp;RCC927_EU106775
1028;Prasinoderma_singulare;RCC927_FJ997212
1029;Prasinoderma_singulare;RCC928_KT860930
1030;cf_Prasinoderma_sp;RCC929_EU106776
1031;cf_Prasinoderma_sp;RCC930_EU106777
1032;cf_Prasinoderma_sp;RCC933_EU106780
1033;cf_Prasinoderma_sp;RCC934_EU106781
1034;cf_Prasinoderma_sp;RCC936_EU106783
1035;cf_Prasinoderma_sp;RCC941_EU106788
1036;cf_Prasinoderma_sp;RCC946_EU106792
1037;Prasinoderma_singulare;RCC946_FJ997213
1038;Prasinoderma_coloniale;RCC959_KT860706
1039;Prasinoderma_coloniale;RCC960_KT860735
1040;Prasinoderma_coloniale;RCC961_KT860707
1041;Prasinoderma_coloniale;RCC1048_KF422618
1042;Prasinoderma_singulare;RCC1056_KT860931
1043;Prasinoderma_singulare;RCC1057_KT860932
1044;Prasinoderma_sp;RCC2686_KT860795
1045;Prasinoderma_coloniale;RCC3066_KT860834
1046;Prasinoderma_coloniale;RCC3068_KT860835
1047;Prasinoderma_coloniale;RCC4432_KX523149
1048;Prasinoderma_coloniale;RCC5186_MH743126
1049;Prasinoderma_coloniale;RCC5188_MH743128
1050;Prasinoderma_coloniale;RCC5189_MH743129
1051;Prasinoderma_singulare;RCC5699_MH764667
1052;Prasinoderma_singulare;RCC5700_MH764668
1053;Prasinoderma_singulare;RCC5718_MH764669
1054;Prasinoderma_singulare;RCC5726_MH764670
1055;Prasinoderma_singulare;RCC5727_MH764671
1056;Chlamydomonas_concordia;RCC1_KT860848
1057;Microglena_reginae;RCC2_KT860849
1058;Dunaliella_sp;RCC5_KT860850
1059;Dunaliella_tertiolecta;RCC6_KT860851
1060;Chlamydomonas_sp;RCC300_KT860660
1061;Chlamydomonas_sp;RCC443_KT860638
1062;Chlamydomonadales_sp;RCC666_KT860676
1063;Chlamydomonas_sp;RCC2041_JN934674
1064;Carteria_sp;RCC2487_JN934685
1065;Chlamydomonas_sp;RCC2488_JN934686
1066;Chlamydomonas_sp;RCC2512_KT860764
1067;Chlamydomonas_sp;RCC2607_KT860823
1068;Chlamydomonas_sp;RCC2955_KT860803
1069;Chlamydomonas_sp;RCC4618_KY233154
1070;Dunaliella_sp;RCC5172_MH743121
1071;Dunaliella_sp;RCC5173_MH743122
1072;Chlorophyceae_sp;RCC5175_MH743124
1073;Chlamydomonas_sp;RCC5267_MH764748
1074;Chlamydomonas_sp;RCC5305_MH764781
1075;Chlamydomonas_sp;RCC5311_MH764786
1076;Chlamydomonas_sp;RCC5335_MH764804
1077;Chlamydomonas_sp;RCC5336_MH764805
1078;Chlamydomonas_sp;RCC5410_MH764863
1079;Pelagodinium_beii;RCC1491_KF422623
1080;Pelagodinium_beii;RCC1491_KP843723
1081;Biecheleria_cincta;RCC2013_JF794059
1082;Dinophyceae_sp;RCC2479_KT860941
1083;Dinophyceae_sp;RCC2480_KT860940
1084;Prorocentrum_sp;RCC2563_KT860948
1085;Scrippsiella_sp;RCC2612_KT860944
1086;Heterocapsa_sp;RCC2616_KT860952
1087;Symbiodinium_sp;RCC2640_KT860943
1088;Scrippsiella_sp;RCC2641_KT860946
1089;Scrippsiella_sp;RCC2943_KT860945
1090;Scrippsiella_sp;RCC2958_KT860947
1091;Symbiodinium_sp;RCC2965_KT860942
1092;Prorocentrum_sp;RCC2982_KT860949
1093;Amphidinium_sp;RCC2983_KT860956
1094;Brandtodinium_nutricula;RCC3383_KF557491
1095;Brandtodinium_nutricula;RCC3385_KF557492
1096;Brandtodinium_nutricula;RCC3387_KF557498
1097;Brandtodinium_nutricula;RCC3388_KF557493
1098;Heterocapsa_rotundata;RCC4804_KY094994
1099;Heterocapsa_rotundata;RCC4804_KY095027
1100;Heterocapsa_rotundata;RCC4846_KY094990
1101;Heterocapsa_rotundata;RCC4846_KY095061
1102;Prorocentrum_sp;RCC5194_MH743133
1103;Heterocapsaceae_sp;RCC5195_MH743134
1104;Biecheleria_sp;RCC5518_MH764959
1105;Biecheleria_sp;RCC5520_MH764961
1106;Biecheleria_sp;RCC5522_MH764963
1107;Prorocentrum_sp;RCC5648_MH764672
1108;Aurantiochytrium_sp;RCC893_AB973565
1109;Bathycoccus_prasinos;RCC419_KT860591
